City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
500,Rafraf,TN,80.91,clear sky,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
503,Batemans Bay,AU,63.1,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
504,Bacolod,PH,85.6,broken clouds,10.6667,122.95,Planta Hotel & Residences
505,Galesong,ID,84.22,few clouds,-5.3166,119.3661,Sapriadi Appy
506,Ribeira Grande,PT,70.77,few clouds,38.5167,-28.7,Quinta da Meia Eira
508,Sorong,ID,83.97,overcast clouds,-0.8833,131.25,waigo splash hotel
509,Kiama,AU,63.37,clear sky,-34.6833,150.8667,The Sebel Kiama Harbourside
510,Santa Isabel Do Rio Negro,BR,70.83,broken clouds,-0.4139,-65.0192,Hotel GSA
511,Santa Rita,BR,71.71,clear sky,-7.1139,-34.9781,Infinity Motel
512,Marawi,PH,83.64,overcast clouds,7.9986,124.2928,Derogongan Residence
513,Auki,SB,85.24,scattered clouds,-8.7676,160.7034,Auki Motel
514,Gunjur,GM,78.87,broken clouds,13.2019,-16.7339,Kuba Lodge
515,Haines Junction,CA,64.81,scattered clouds,60.7522,-137.5108,Parkside Inn
517,Tiarei,PF,82.0,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
518,Fukue,JP,80.91,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
519,Gat,IL,77.92,clear sky,31.61,34.7642,OlusHome
520,Guerrero Negro,MX,71.46,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
521,San Ignacio,BZ,78.94,scattered clouds,17.1561,-89.0714,Rainforest Haven Inn
522,Matay,EG,79.11,clear sky,28.419,30.7792,Nag Aespen
523,Sabang,ID,83.34,overcast clouds,5.8933,95.3214,Hotel Citra
524,Horki,BY,61.41,clear sky,54.2861,30.9842,Sauna V Gorkakh. Zhil'ye.
525,Bayir,TR,68.52,clear sky,37.2687,28.2167,Hotel Babadag
526,Puerto Vallarta,MX,78.66,broken clouds,20.6204,-105.2307,Sheraton Buganvilias Resort & Convention Center
530,Salamiyah,SY,73.98,clear sky,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
531,Linqiong,CN,83.19,scattered clouds,30.4159,103.4609,Tianlun Tanxianglou Hotel
533,Kutum,SD,74.17,overcast clouds,14.2,24.6667,Dibbo areaمنطقة دبو
535,Nuevo Progreso,MX,83.59,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
539,Fairbanks,US,64.74,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
541,Dungarpur,IN,76.57,overcast clouds,23.8333,73.7167,Gayatri Hotel
542,Mnogovershinnyy,RU,77.65,broken clouds,53.9353,139.9242,Obshchezhitiye 14
543,North Bend,US,72.91,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
545,Tukrah,LY,77.31,clear sky,32.5341,20.5791,Lokta restaurant
546,Sibu,MY,88.63,broken clouds,2.3,111.8167,RH HOTEL (4 Star)
547,Waddan,LY,75.6,clear sky,29.1614,16.139,محل الشريف محمد العايب
548,Novo Aripuana,BR,77.81,clear sky,-5.1206,-60.3797,Hotel Ezequiel
549,Vila Franca Do Campo,PT,70.21,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
550,Ploemeur,FR,62.82,clear sky,47.7333,-3.4333,Best Western Plus Hotel Les Rives Du Ter
551,Ishigaki,JP,84.33,overcast clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
552,Kaputa,ZM,63.86,scattered clouds,-8.4689,29.6619,Chelelwa Charlets
554,Esperance,AU,60.64,broken clouds,-33.8667,121.9,Hospitality Esperance
555,Ulladulla,AU,61.88,clear sky,-35.35,150.4667,Sandpiper Motel
556,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Posada Villaven C.A.
557,Trairi,BR,78.19,broken clouds,-3.2778,-39.2689,janelas do mar
559,White Settlement,US,89.74,broken clouds,32.7596,-97.4584,Courtyard by Marriott Fort Worth I-30 West Near NAS JRB
560,Broome,US,63.64,clear sky,42.2506,-75.833,Chenango Valley State Park
561,Bonthe,SL,77.05,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
562,Kabanjahe,ID,66.96,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
563,Kangaba,ML,72.32,light rain,11.9333,-8.4167,Hôtel Mandé
564,Dothan,US,78.04,clear sky,31.2232,-85.3905,Courtyard by Marriott Dothan
565,Kaeo,NZ,65.32,overcast clouds,-35.1,173.7833,Bushido Lodge
566,Paita,PE,67.05,clear sky,-5.0892,-81.1144,Hotel Náutico de Paita
568,Yulara,AU,71.44,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
569,Awbari,LY,80.55,clear sky,26.5921,12.7805,فندق أوباري
570,Nyurba,RU,73.89,clear sky,63.2842,118.3319,Gostinitsa Alrosa
571,Hushitai,CN,89.51,overcast clouds,41.9322,123.5114,Home Inn Plus Shenyang Shihutai University Town
572,Kawalu,ID,77.38,broken clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
573,Sambava,MG,65.3,clear sky,-14.2667,50.1667,Melrose
575,Kitimat,CA,62.91,moderate rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
576,Gladstone,AU,75.78,scattered clouds,-23.85,151.25,Highpoint International
577,Poum,NC,73.78,clear sky,-20.2333,164.0167,Gîte kajeon
579,Port-Gentil,GA,76.26,overcast clouds,-0.7193,8.7815,Fengshui Residence
580,Pandoh,IN,75.34,overcast clouds,31.6833,77.05,PWD Rest House
581,Mapiripan,CO,71.91,overcast clouds,2.8892,-72.1256,Monserrate
585,Quatre Cocos,MU,71.1,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
586,Hirara,JP,89.87,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
588,Kenora,CA,76.17,smoke,49.8167,-94.4337,Maynard Lake Lodge
589,Aljezur,PT,62.1,clear sky,37.3191,-8.8033,Amazigh Hostel
591,Humaita,BR,76.51,clear sky,-7.5061,-63.0208,Corrêa Hotel
592,Nemuro,JP,68.85,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
593,Lamar,US,86.16,clear sky,33.6668,-95.5836,Kings Inn Paris TX
594,Gerash,IR,88.79,broken clouds,27.6652,54.1371,Sa'adat House
595,Ilebo,CD,68.43,scattered clouds,-4.3167,20.5833,Hôtel BUMAK
597,Tondano,ID,84.29,broken clouds,1.3038,124.9112,Villa Bella
598,Solnechnyy,RU,82.81,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
599,Puerto Leguizamo,CO,71.2,overcast clouds,-0.1934,-74.7819,la casona de juancho
600,Zubova Polyana,RU,62.67,moderate rain,54.0771,42.8372,Ромашка
602,Natal,BR,77.11,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
603,Camocim,BR,76.89,scattered clouds,-2.9022,-40.8411,Hotel Ilha do Amor
604,Huejuquilla El Alto,MX,64.78,broken clouds,22.6,-103.8667,Hotel Huexuquillan
605,Erenhot,CN,77.5,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
607,Shache,CN,87.4,clear sky,38.4167,77.2406,Delong Hotel
608,Omboue,GA,72.59,broken clouds,-1.5746,9.2618,Hotel Olako
609,Sitio Novo Do Tocantins,BR,82.56,overcast clouds,-5.5183,-47.4611,Imperial Hotel
612,Nakhon Phanom,TH,82.29,overcast clouds,17.3333,104.4167,ป่ายางรีสอร์ท
613,Garowe,SO,75.07,overcast clouds,8.4054,48.4845,Curubo Hotel
614,Pokhara,NP,77.67,broken clouds,28.2333,83.9833,Butterfly Lodge
615,Yerofey Pavlovich,RU,69.15,broken clouds,53.9667,121.9667,lounges and warm parking
616,La Labor,HN,67.57,overcast clouds,14.4833,-89.0,PUNTO MOVIL
618,Makakilo City,US,80.62,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
620,Nantucket,US,64.96,clear sky,41.2835,-70.0995,Jared Coffin House
621,Emerald,AU,80.35,clear sky,-23.5333,148.1667,The Irish Village
622,Antalaha,MG,64.44,clear sky,-14.9003,50.2788,Hotel Vitasoa
623,Douentza,ML,84.63,broken clouds,14.9951,-2.9517,Ogomono Doumbo
626,Kencong,ID,81.86,scattered clouds,-8.2833,113.3667,GUBUK SUGIANTO
627,Kon Tum,VN,75.51,overcast clouds,14.35,108.0,Hoa đà spa- homestay
630,Burns Lake,CA,66.24,overcast clouds,54.2331,-125.7533,Burns Lake Bed and Breakfast
631,Porbandar,IN,82.24,overcast clouds,21.6422,69.6093,Lords Inn Porbandar
632,Los Arabos,CU,77.32,scattered clouds,22.7281,-80.7214,Motel Los Pinos
633,Casablanca,MA,73.33,few clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
636,Makat,KZ,72.9,clear sky,47.6469,53.3463,Umit
637,Jacqueville,CI,75.11,scattered clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
638,Visby,SE,67.77,few clouds,57.6409,18.296,Best Western Solhem Hotel Visby
639,Belmonte,BR,72.1,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
640,Tambun,ID,87.48,clear sky,-6.2641,107.0712,@HOM Premiere Tambun
642,Indianola,US,87.6,broken clouds,41.3581,-93.5574,Quality Inn Indianola
644,Sironj,IN,74.28,overcast clouds,24.1,77.7,shri shyam palace sironj
645,Grand-Santi,GF,72.81,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
647,Killin,US,86.95,clear sky,33.6123,-91.7412,US Forestry Department
648,Nishihara,JP,87.46,broken clouds,26.1842,127.7558,Minshuku Agaihama
649,Atyrau,KZ,66.22,clear sky,47.1167,51.8833,River Palace Hotel
650,Kingaroy,AU,71.04,scattered clouds,-26.5333,151.8333,Ascot Lodge Motel Kingaroy
652,Sukhumi,GE,68.0,clear sky,43.0033,41.0153,Ritsa Hotel
653,Surt,LY,79.32,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
654,Marienburg,PL,65.88,clear sky,54.0359,19.0266,Hotel Centrum Malbork
655,Sabha,LY,80.6,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
656,Mattru,SL,72.01,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
657,Soyo,AO,71.06,clear sky,-6.1349,12.3689,Hotel Mpampa
660,Namsos,NO,63.25,scattered clouds,64.4662,11.4957,Scandic Rock City
